pdf,text
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"thing
 
as
 
traveling
 
any
 
considerable
 
distance,
 
or
 
for
 
any
 
length
 
of
 
time
 
…
 
without
 
their
 
assistance.”
 
 
Most
 
of
 
the
 
territory
 
that
 
Matonabbee
 
guided
 
Hearne
 
through
 
was
 
within
 
the
 
trading
 
sphere
 
of
 
Dene
 
groups.
 
But
 
part
 
of
 
their
 
journey
 
led
 
them
 
into
 
the
 
Dene-Inuit
 
borderlands
 
where
 
an
 
age-old
 
conflict
 
continued
 
between
 
the
 
two
 
groups.
 
Hearne
 
was
 
deeply
 
shaken
 
as
 
he
 
watched"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"was
 
deeply
 
shaken
 
as
 
he
 
watched
 
Matonabbee’s
 
people
 
attack
 
a
 
camp
 
of
 
sleeping
 
Inuit
 
and
 
ruthlessly
 
kill
 
all
 
the
 
men,
 
women,
 
and
 
children.
 
Subsequently,
 
the
 
HBC
 
made
 
repeated
 
but
 
unsuccessful
 
efforts
 
to
 
end
 
the
 
violence.
 
It
 
may
 
be,
 
however,
 
that
 
the
 
organization’s
 
very
 
presence
 
intensified
 
the
 
strife
 
in
 
some
 
areas,
 
as
 
the
 
Dene
 
and
 
Inuit
 
tried
 
to
 
limit
 
each
 
other’s
 
access
 
to"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"tried
 
to
 
limit
 
each
 
other’s
 
access
 
to
 
firearms
 
and
 
goods.
 
About
 
the
 
time
 
Hearne
 
and
 
Matonabbee
 
undertook
 
their
 
epic
 
trip,
 
the
 
HBC
 
realized
 
that
 
it
 
would
 
face
 
ruin
 
unless
 
it
 
altered
 
the
 
way
 
it
 
was
 
dealing
 
with
 
the
 
intruders
 
from
 
Montreal.
 
Native
 
groups
 
were
 
taking
 
advantage
 
of
 
the
 
new
 
trading
 
opportunities
 
closer
 
to
 
home.
 
As
 
a
 
result,
 
the
 
company’s
 
opponents
 
were
 
acquiring"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"the
 
company’s
 
opponents
 
were
 
acquiring
 
most
 
of
 
the
 
prime
 
fur
 
and
 
winning
 
the
 
allegiance
 
of
 
key
 
Native
 
groups
 
in
 
the
 
bargain.
 
To
 
address
 
this
 
threat,
 
the
 
HBC
 
launched
 
a
 
major
 
expansion
 
program
 
in
 
1774
 
with
 
the
 
construction
 
of
 
Cumberland
 
House
 
on
 
the
 
Saskatchewan
 
River.
 
 
Competition
 
soon
 
became
 
cutthroat
 
as
 
the
 
two
 
rivals
 
embarked
 
on
 
a
 
trading-post
 
building
 
spree.
 
Neither
 
the"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"building
 
spree.
 
Neither
 
the
 
American
 
War
 
of
 
Independence
 
nor
 
the
 
Napoleonic
 
Wars
 
in
 
Europe,
 
with
 
their
 
North
 
American
 
offshoot—the
 
War
 
of
 
1812—checked
 
it.
 
Before
 
it
 
came
 
to
 
an
 
end,
 
the
 
rivalry
 
brought
 
chaos
 
to
 
the
 
greater
 
northwest
 
and
 
disaster
 
to
 
many
 
Aboriginal
 
groups.
 
By
 
the
 
time
 
the
 
HBC
 
built
 
Cumberland
 
House,
 
its
 
rivals
 
had
 
been
 
persuaded
 
by
 
the
 
Dene
 
to
 
expand
 
into"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"by
 
the
 
Dene
 
to
 
expand
 
into
 
the
 
fur-rich
 
Athabasca
 
and
 
Mackenzie
 
river
 
areas.
 
The
 
Montreal
 
traders
 
had
 
to
 
amalgamate
 
their
 
small
 
partnerships
 
to
 
muster
 
the
 
financial
 
resources,
 
equipment,
 
and
 
manpower
 
that
 
they
 
needed
 
to
 
reach
 
this
 
new
 
fur
 
bonanza.
 
In
 
the
 
1770s
 
they
 
began
 
to
 
join
 
together
 
in
 
the
 
Saskatchewan
 
River
 
area,
 
and
 
in
 
1779
 
they
 
rallied
 
under
 
the
 
banner
 
of
 
the"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"rallied
 
under
 
the
 
banner
 
of
 
the
 
North
 
West
 
Company
 
(NWC).
 
This
 
new
 
enterprise,
 
like
 
the
 
smaller
 
partnerships
 
it
 
absorbed,
 
united
 
merchant-suppliers
 
located
 
in
 
Montreal
 
with
 
their
 
various
 
fur-trading
 
associates—the
 
so-called
 
wintering
 
partners—who
 
managed
 
operations
 
in
 
the
 
interior
 
and
 
shared
 
the
 
profits.
 
 
The
 
Nor’
 
Westers
 
faced
 
formidable
 
obstacles.
 
The
 
Athabasca-Mackenzie
 
region
 
could
 
not"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"Athabasca-Mackenzie
 
region
 
could
 
not
 
be
 
reached
 
from
 
Montreal
 
in
 
a
 
single
 
canoeing
 
season
 
because
 
of
 
the
 
shortness
 
of
 
the
 
open-water
 
period,
 
and
 
the
 
small
 
northern
 
Native
 
canoes
 
lacked
 
the
 
cargo
 
capacity
 
the
 
new
 
company
 
needed.
 
The
 
NWC
 
solved
 
the
 
first
 
problem
 
by
 
organizing
 
a
 
system
 
of
 
canoe
 
brigades
 
and
 
the
 
second
 
by
 
building
 
much
 
larger
 
birchbark
 
canoes.
 
The
 
grandest
 
of"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"birchbark
 
canoes.
 
The
 
grandest
 
of
 
these
 
was
 
the
 
massive
 
canot
 
du
 
maître,
 
or
 
Great
 
Lakes
 
canoe,
 
which
 
was
 
about
 
twelve
 
yards
 
long
 
and
 
one
 
and
 
one-half
 
yards
 
across
 
the
 
beam.
 
It
 
could
 
carry
 
at
 
least
 
five
 
thousand
 
pounds
 
of
 
cargo
 
plus
 
a
 
crew
 
of
 
six
 
to
 
twelve.
 
The
 
company
 
used
 
these
 
canoes
 
on
 
the
 
route
 
between
 
Montreal
 
and
 
the
 
western
 
shores
 
of
 
Lake
 
Superior,
 
but"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"western
 
shores
 
of
 
Lake
 
Superior,
 
but
 
beyond
 
Lake
 
Superior,
 
numerous
 
rapids,
 
falls,
 
and
 
countless
 
portages
 
precluded
 
their
 
use.
 
In
 
their
 
place,
 
the
 
Nor’
 
Westers
 
employed
 
the
 
smaller
 
canot
 
du
 
nord.
 
Only
 
eight
 
yards
 
long
 
and
 
slightly
 
more
 
than
 
a
 
yard
 
across
 
the
 
beam,
 
it
 
carried
 
half
 
the
 
cargo
 
and
 
crew
 
of
 
its
 
larger
 
cousin.
 
Although
 
the
 
Nor’
 
Westers
 
designed
 
these
 
two
 
types
 
of"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"Westers
 
designed
 
these
 
two
 
types
 
of
 
birchbark
 
canoe,
 
some
 
Native
 
groups,
 
particularly
 
Ojibwa
 
who
 
had
 
moved
 
into
 
the
 
Lakehead
 
area,
 
quickly
 
specialized
 
in
 
building
 
the
 
canot
 
du
 
nord
 
for
 
the
 
company.
 
Along
 
all
 
the
 
NWC’s
 
routes,
 
Native
 
people
 
sold
 
the
 
cedar
 
root,
 
birch
 
rind,
 
and
 
tar
 
that
 
were
 
needed
 
to
 
build
 
and
 
repair
 
the
 
craft.
 
They
 
also
 
constructed
 
countless
 
numbers
 
of"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"also
 
constructed
 
countless
 
numbers
 
of
 
small
 
traditional
 
canoes,
 
which
 
were
 
well
 
suited
 
for
 
travelling
 
between
 
the
 
burgeoning
 
number
 
of
 
outposts
 
and
 
the
 
various
 
district
 
headquarters.
 
Provisioning
 
the
 
NWC
 
crews
 
provided
 
another
 
economic
 
opportunity
 
for
 
Native
 
groups.
 
The
 
French-Canadian
 
and
 
Iroquois
 
voyageurs
 
who
 
paddled
 
the
 
company’s
 
canoes
 
between
 
Montreal
 
and
 
Fort
 
William
 
did
 
not
 
have"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"and
 
Fort
 
William
 
did
 
not
 
have
 
time
 
to
 
hunt
 
or
 
fish
 
for
 
their
 
needs
 
en
 
route.
 
They
 
came
 
to
 
be
 
known
 
as
 
the
 
mangeurs
 
du
 
lard,
 
or
 
pork
 
eaters,
 
because
 
they
 
subsisted
 
on
 
a
 
diet
 
of
 
melted
 
pork
 
fat
 
and
 
hominy
 
made
 
from
 
corn.
 
While
 
travelling,
 
the
 
men
 
supplemented
 
their
 
diet
 
with
 
“country
 
foods”
 
purchased
 
from
 
local
 
Native
 
people.
 
Country
 
foods
 
included
 
staples,
 
such
 
as"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"foods
 
included
 
staples,
 
such
 
as
 
meat,
 
and
 
delicacies,
 
such
 
as
 
maple
 
sugar,
 
which
 
was
 
prepared
 
in
 
maple
 
bushes
 
throughout
 
the
 
Great
 
Lakes
 
forest
 
region.
 
The
 
NWC
 
explorer
 
Alexander
 
Mackenzie
 
reported
 
that
 
at
 
Sault
 
Ste
 
Marie,
 
Ojibwa
 
“and
 
the
 
other
 
inhabitants
 
[about
 
a
 
dozen
 
Canadians
 
who
 
had
 
intermarried
 
with
 
them]
 
make
 
a
 
quantity
 
of
 
sugar
 
from
 
the
 
maple
 
tree,
 
which
 
they"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"from
 
the
 
maple
 
tree,
 
which
 
they
 
exchange
 
with
 
the
 
traders
 
for
 
necessary
 
articles,
 
or
 
carry
 
it
 
to
 
Michilimackinac,
 
where
 
they
 
expect
 
a
 
better
 
price.
 
One
 
of
 
these
 
traders
 
was
 
an
 
agent
 
for
 
the
 
NorthWest
 
company.”
 
Aboriginal
 
people
 
also
 
sold
 
a
 
variety
 
of
 
fish,
 
particularly
 
whitefish,
 
to
 
the
 
brigades,
 
and
 
some
 
Ojibwa
 
groups
 
bartered
 
small
 
quantities
 
of
 
potatoes.
 
 
Beyond
 
Lake"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"quantities
 
of
 
potatoes.
 
 
Beyond
 
Lake
 
Superior,
 
the
 
diet
 
of
 
the
 
voyageurs
 
changed
 
abruptly.
 
In
 
Rainy
 
River
 
and
 
Winnipeg
 
River
 
country,
 
they
 
purchased
 
sturgeon,
 
whitefish,
 
wild
 
rice,
 
and
 
corn
 
from
 
the
 
local
 
Ojibwa
 
residents.
 
Long
 
before
 
the
 
Ojibwa
 
began
 
to
 
live
 
in
 
this
 
region,
 
La
 
Vérendrye’s
 
men
 
had
 
bought
 
the
 
same
 
food
 
products
 
(excepting
 
corn)
 
from
 
the
 
Cree.
 
Subsequently,
 
the"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"from
 
the
 
Cree.
 
Subsequently,
 
the
 
Ojibwa
 
introduced
 
corn
 
and
 
squash
 
cultivation
 
to
 
the
 
district
 
as
 
well
 
as
 
sugar
 
making,
 
using
 
the
 
Manitoba
 
maple.
 
To
 
capitalize
 
on
 
the
 
growing
 
demand
 
of
 
fur
 
traders
 
for
 
these
 
provisions,
 
the
 
Ojibwa
 
expanded
 
their
 
production
 
and
 
towards
 
the
 
end
 
of
 
the
 
century
 
increased
 
their
 
prices
 
markedly.
 
For
 
the
 
leg
 
of
 
the
 
journey
 
between
 
the
 
lower
 
Winnipeg"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"the
 
journey
 
between
 
the
 
lower
 
Winnipeg
 
River
 
and
 
the
 
upper
 
Churchill
 
River,
 
the
 
Nor’
 
Westers
 
turned
 
to
 
the
 
Plains
 
nations
 
for
 
provisions—especially
 
pemmican.
 
The
 
voyageurs
 
worked
 
incredibly
 
long
 
days;
 
they
 
rose
 
before
 
the
 
light
 
of
 
dawn
 
and
 
usually
 
paddled
 
until
 
well
 
past
 
sunset.
 
Because
 
the
 
daily
 
calorie
 
expenditure
 
of
 
the
 
crews
 
was
 
staggering,
 
they
 
needed
 
a
 
highly
 
concentrated"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"they
 
needed
 
a
 
highly
 
concentrated
 
source
 
of
 
calories
 
and
 
protein.
 
Pemmican
 
was
 
the
 
ideal
 
food.
 
In
 
addition,
 
the
 
Nor’
 
Westers
 
bought
 
large
 
quantities
 
of
 
dried
 
meat
 
and
 
fat.
 
They
 
also
 
developed
 
a
 
taste
 
for
 
traditional
 
Aboriginal
 
delicacies
 
such
 
as
 
buffalo
 
tongues
 
and
 
bosses.
 
Obtaining
 
adequate
 
supplies
 
of
 
the
 
provisions
 
was
 
so
 
important
 
to
 
the
 
success
 
of
 
the
 
NWC
 
that
 
it
 
built"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"success
 
of
 
the
 
NWC
 
that
 
it
 
built
 
a
 
string
 
of
 
parkland
 
forts.
 
These
 
posts
 
shipped
 
the
 
foodstuffs
 
they
 
collected
 
to
 
depots
 
at
 
Bas
 
de
 
la
 
Rivière
 
and
 
Cumberland
 
Lake,
 
where
 
they
 
were
 
picked
 
up
 
by
 
the
 
passing
 
Athabasca
 
brigades.
 
The
 
Prairie
 
Assiniboine
 
and
 
Cree
 
were
 
eager
 
to
 
supply
 
the
 
fur
 
traders
 
but
 
at
 
maximum
 
prices.
 
To
 
back
 
up
 
their
 
demand
 
for
 
high
 
prices
 
for
 
their"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"demand
 
for
 
high
 
prices
 
for
 
their
 
buffalo
 
tongues,
 
bosses,
 
dried
 
meat,
 
grease,
 
and
 
pemmican,
 
they
 
resorted
 
to
 
clever
 
pressure
 
tactics.
 
Their
 
practice
 
of
 
setting
 
fire
 
to
 
the
 
prairies
 
near
 
the
 
posts
 
in
 
the
 
autumn
 
to
 
keep
 
the
 
buffalo
 
herds
 
away
 
during
 
the
 
winter
 
was
 
particularly
 
effective.
 
Denied
 
the
 
opportunity
 
to
 
hunt
 
buffalo
 
in
 
the
 
winter,
 
the
 
traders
 
faced
 
the
 
prospect
 
of"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"the
 
traders
 
faced
 
the
 
prospect
 
of
 
food
 
shortages—even
 
starvation—if
 
they
 
did
 
not
 
buy
 
their
 
food
 
from
 
neighbouring
 
Native
 
people.
 
Because
 
this
 
trade
 
was
 
so
 
lucrative
 
and
 
compatible
 
with
 
their
 
way
 
of
 
life,
 
by
 
the
 
early
 
nineteenth
 
century
 
most
 
of
 
the
 
Plains
 
nations
 
devoted
 
more
 
of
 
their
 
energy
 
to
 
buffalo
 
hunting
 
and
 
food
 
processing
 
than
 
to
 
trapping
 
furs
 
for
 
exchange.
 
When
 
the"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"trapping
 
furs
 
for
 
exchange.
 
When
 
the
 
HBC
 
moved
 
inland
 
beginning
 
in
 
1774,
 
it
 
had
 
to
 
take
 
a
 
somewhat
 
different
 
approach
 
to
 
the
 
development
 
of
 
its
 
transport
 
system
 
than
 
the
 
NWC.
 
York
 
Factory,
 
which
 
eventually
 
became
 
the
 
company’s
 
primary
 
western
 
supply
 
base,
 
lay
 
beyond
 
the
 
limit
 
of
 
usable
 
canoe
 
birch,
 
so
 
it
 
could
 
not
 
buy
 
canoes,
 
or
 
the
 
materials
 
to
 
build
 
them,
 
from
 
local"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"materials
 
to
 
build
 
them,
 
from
 
local
 
Swampy
 
Cree
 
bands.
 
Although
 
Fort
 
Albany
 
was
 
situated
 
in
 
the
 
canoe-birch
 
zone,
 
neither
 
the
 
company
 
men
 
nor
 
the
 
local
 
Cree
 
knew
 
how
 
to
 
build
 
craft
 
as
 
large
 
as
 
the
 
canot
 
du
 
maître.
 
Drawing
 
on
 
the
 
maritime
 
traditions
 
of
 
its
 
Scottish
 
servants,
 
the
 
HBC
 
men
 
developed
 
an
 
alternative
 
vessel—the
 
broadbeamed
 
wooden
 
York
 
boat.
 
By
 
heaving
 
hard
 
at"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"York
 
boat.
 
By
 
heaving
 
hard
 
at
 
the
 
oars
 
on
 
the
 
major
 
rivers,
 
or
 
hoisting
 
sails
 
on
 
the
 
larger
 
lakes,
 
a
 
crew
 
of
 
five
 
to
 
seven
 
York
 
boatmen
 
could
 
haul
 
a
 
cargo
 
of
 
up
 
to
 
six
 
thousand
 
pounds.
 
There
 
was
 
a
 
catch,
 
however.
 
Because
 
these
 
boats
 
were
 
too
 
heavy
 
to
 
portage,
 
crews
 
had
 
to
 
drag
 
them
 
overland.
 
To
 
make
 
this
 
task
 
bearable
 
on
 
difficult
 
portages,
 
they
 
cut
 
“roads,”"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"difficult
 
portages,
 
they
 
cut
 
“roads,”
 
trimmed
 
and
 
laid
 
down
 
small
 
trees
 
to
 
serve
 
as
 
rollers,
 
and
 
pushed
 
and
 
pulled
 
the
 
boats
 
over
 
them.
 
The
 
HBC
 
operated
 
several
 
boat-building
 
works
 
to
 
maintain
 
a
 
fleet
 
of
 
these
 
crucial
 
craft.
 
The
 
facilities
 
at
 
Moose
 
Factory
 
and
 
York
 
Factory
 
on
 
the
 
bay
 
side,
 
and
 
those
 
inland
 
at
 
Oxford
 
House,
 
Norway
 
House,
 
and
 
Fort
 
Edmonton
 
were
 
the
 
most"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"and
 
Fort
 
Edmonton
 
were
 
the
 
most
 
important.
 
At
 
first
 
Orkney
 
servants
 
of
 
the
 
company
 
handled
 
the
 
construction
 
and
 
repair
 
of
 
the
 
York-boat
 
fleets.
 
By
 
the
 
late
 
nineteenth
 
century,
 
the
 
mixed-blood
 
descendants
 
of
 
these
 
men
 
had
 
learned
 
boat-building
 
skills
 
as
 
apprentices
 
and
 
had
 
become
 
the
 
backbone
 
of
 
this
 
small
 
but
 
essential
 
industry.
 
Even
 
before
 
they
 
came
 
to
 
grips
 
with
 
their"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"they
 
came
 
to
 
grips
 
with
 
their
 
respective
 
transportation
 
challenges,
 
the
 
rival
 
groups
 
of
 
traders
 
had
 
embarked
 
on
 
an
 
era
 
of
 
destructive
 
competition
 
for
 
furs
 
and
 
provisions
 
that
 
pushed
 
their
 
network
 
of
 
posts
 
into
 
the
 
Mackenzie
 
River
 
basin
 
and
 
over
 
the
 
Rocky
 
Mountains
 
to
 
the
 
Pacific
 
slope.
 
The
 
Nor’
 
Westers
 
took
 
the
 
initiative
 
in
 
1778
 
when
 
the
 
Yankee
 
ruffian
 
and
 
seasoned
 
trader"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"Yankee
 
ruffian
 
and
 
seasoned
 
trader
 
Peter
 
Pond
 
ventured
 
up
 
the
 
Churchill
 
River
 
and
 
into
 
Athabasca
 
country
 
with
 
four
 
canoeloads
 
of
 
goods.
 
He
 
had
 
received
 
reports
 
of
 
a
 
country
 
teeming
 
with
 
furs
 
from
 
the
 
region’s
 
Cree
 
and
 
Dene,
 
who
 
wanted
 
the
 
opportunity
 
to
 
trade
 
without
 
having
 
to
 
undertake
 
the
 
arduous
 
trip
 
on
 
foot
 
or
 
by
 
water
 
to
 
Prince
 
of
 
Wales
 
Fort
 
or
 
York
 
Factory.
 
When"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"of
 
Wales
 
Fort
 
or
 
York
 
Factory.
 
When
 
Pond
 
arrived
 
on
 
the
 
scene,
 
the
 
local
 
people
 
offered
 
him
 
more
 
furs
 
than
 
he
 
could
 
stuff
 
into
 
his
 
canoes.
 
The
 
trader
 
wanted
 
more
 
than
 
furs,
 
however;
 
he
 
dreamed
 
of
 
finding
 
a
 
route
 
to
 
the
 
Pacific
 
Ocean.
 
But
 
his
 
bad
 
temper
 
led
 
him
 
into
 
violent
 
confrontations
 
with
 
fellow
 
traders,
 
and
 
he
 
was
 
forced
 
to
 
retire
 
in
 
1789
 
without
 
realizing
 
his"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"retire
 
in
 
1789
 
without
 
realizing
 
his
 
goal.
 
 
Pond’s
 
protégé,
 
Alexander
 
Mackenzie,
 
took
 
up
 
the
 
search
 
for
 
a
 
river
 
to
 
the
 
Pacific
 
Coast.
 
First
 
he
 
moved
 
Pond’s
 
advance
 
base
 
from
 
the
 
lower
 
Athabasca
 
River
 
to
 
the
 
shores
 
of
 
Lake
 
Athabasca,
 
where
 
he
 
established
 
the
 
first
 
Fort
 
Chipewyan.
 
He
 
then
 
hired
 
the
 
Aboriginal
 
men
 
and
 
women
 
he
 
would
 
need
 
to
 
carry
 
out
 
his
 
grand
 
scheme
 
in"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"to
 
carry
 
out
 
his
 
grand
 
scheme
 
in
 
the
 
late
 
spring
 
of
 
1789.
 
“We
 
were
 
accompanied
 
also,”
 
Mackenzie
 
wrote,
 
“by
 
an
 
Indian,
 
who
 
had
 
acquired
 
the
 
title
 
of
 
English
 
Chief
 
and
 
his
 
two
 
wives,
 
in
 
a
 
small
 
canoe,
 
with
 
two
 
young
 
Aboriginal
 
people;
 
his
 
followers
 
in
 
another
 
small
 
canoe.”
 
The
 
two
 
women
 
helped
 
paddle
 
the
 
canoe,
 
and
 
made
 
and
 
repaired
 
moccasins
 
and
 
clothing,
 
and
 
the
 
men"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"moccasins
 
and
 
clothing,
 
and
 
the
 
men
 
served
 
as
 
interpreters
 
and
 
hunters.
 
The
 
leading
 
Native
 
man
 
“was
 
one
 
of
 
the
 
followers
 
of
 
the
 
chief
 
who
 
conducted
 
Mr.
 
Hearne
 
to
 
the
 
copper-mine
 
river
 
[Matonabbee
 
had
 
died
 
in
 
1782],
 
and
 
has
 
since
 
been
 
a
 
principal
 
leader
 
of
 
his
 
country-men
 
who
 
were
 
in
 
the
 
habit
 
of
 
carrying
 
furs
 
to
 
Churchill
 
Factory
 
…
 
and
 
till
 
of
 
late
 
very
 
much
 
attached"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"and
 
till
 
of
 
late
 
very
 
much
 
attached
 
to
 
the
 
interest
 
of
 
that
 
company.
 
These
 
circumstances
 
procured
 
for
 
him
 
the
 
appellation
 
of
 
the
 
English
 
Chief.”
 
Mackenzie’s
 
journal
 
is
 
a
 
one-sided
 
account
 
of
 
his
 
trip,
 
intended
 
as
 
selfpromotion,
 
but
 
it
 
does
 
provide
 
us
 
with
 
a
 
picture
 
of
 
the
 
kind
 
of
 
strained
 
relations
 
that
 
sometimes
 
existed
 
between
 
Native
 
guide-interpreters
 
and
 
European
 
explorers."
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"guide-interpreters
 
and
 
European
 
explorers.
 
Setting
 
out
 
from
 
tiny
 
Fort
 
Chipewyan,
 
the
 
Nor’
 
Wester
 
was
 
optimistic
 
about
 
reaching
 
the
 
Pacific
 
Ocean.
 
Imagine
 
his
 
bitter
 
disappointment
 
a
 
month
 
later
 
when
 
the
 
river
 
that
 
now
 
bears
 
his
 
name
 
led
 
him
 
to
 
the
 
Arctic
 
coast.
 
On
 
the
 
way
 
back
 
to
 
Fort
 
Chipewyan,
 
Mackenzie
 
took
 
out
 
his
 
frustrations
 
on
 
the
 
English
 
Chief.
 
He
 
accused
 
him
 
of"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"English
 
Chief.
 
He
 
accused
 
him
 
of
 
frightening
 
off
 
a
 
camp
 
of
 
unidentified
 
Native
 
people
 
and
 
pilfering
 
some
 
of
 
their
 
belongings.
 
His
 
guide
 
“was
 
very
 
much
 
displeased
 
that
 
I
 
had
 
reproach’d
 
him,
 
and
 
told
 
me
 
so.
 
I
 
[had]
 
waited
 
[for]
 
such
 
an
 
Opportunity
 
to
 
tell
 
him
 
[what
 
I
 
thought
 
of]
 
his
 
Behaviour
 
to
 
me
 
for
 
some
 
time
 
past,
 
that
 
I
 
had
 
more
 
reason
 
to
 
be
 
angry
 
than
 
he,"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"more
 
reason
 
to
 
be
 
angry
 
than
 
he,
 
that
 
I
 
had
 
come
 
a
 
great
 
way
 
at
 
great
 
Expence
 
to
 
no
 
Purpose,
 
and
 
that
 
I
 
thot.
 
he
 
hid
 
from
 
me
 
a
 
principal
 
part
 
of
 
what
 
the
 
Aboriginal
 
people
 
told
 
him
 
respecting
 
the
 
Country
 
&c.
 
for
 
fear
 
that
 
he
 
should
 
have
 
to
 
follow
 
me,
 
and
 
that
 
his
 
Reason
 
for
 
not
 
killing
 
game,
 
&c.
 
was
 
his
 
Jealousy.”
 
Apparently
 
the
 
English
 
Chief
 
reacted
 
strongly"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"the
 
English
 
Chief
 
reacted
 
strongly
 
to
 
this
 
tonguelashing.
 
Mackenzie
 
said
 
he
 
“got
 
into
 
a
 
most
 
violent
 
Passion,
 
and
 
said,
 
we
 
spoke
 
ill,
 
that
 
he
 
was
 
not
 
jealous,
 
that
 
he
 
had
 
not
 
concealed
 
any
 
thing
 
from
 
us,
 
and
 
that
 
till
 
now
 
there
 
were
 
no
 
Animals,
 
and
 
that
 
he
 
would
 
not
 
accompany
 
us
 
any
 
further
 
tho’
 
he
 
was
 
without
 
Ammunition.”
 
 
This
 
bad-tempered
 
exchange
 
makes
 
it
 
clear"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"bad-tempered
 
exchange
 
makes
 
it
 
clear
 
that
 
Mackenzie,
 
like
 
all
 
the
 
European
 
explorers
 
before
 
him,
 
had
 
to
 
learn
 
the
 
hard
 
way
 
that
 
it
 
was
 
not
 
wise
 
to
 
“lead”
 
Native
 
guides
 
through
 
their
 
own
 
country.
 
He
 
had
 
to
 
make
 
amends
 
the
 
next
 
day
 
“as
 
I
 
could
 
not
 
well
 
[do]
 
without
 
them.”
 
We
 
have
 
no
 
way
 
of
 
knowing
 
whether
 
the
 
English
 
Chief
 
withheld
 
information
 
he
 
gathered
 
from"
Ray Chapter 7 OPPORTUNITIES IN THE FUR TRADE_.pdf,"withheld
 
information
 
he
 
gathered
 
from
 
informants.
 
He
 
and
 
his
 
followers
 
were
 
clearly
 
seasoned
 
traders,
 
and
 
the
 
chief
 
may
 
well
 
have
 
tried
 
to
 
screen
 
information
 
to
 
protect
 
potential
 
trading
 
secrets.
 
After
 
all,
 
a
 
succession
 
of
 
native
 
middlemen
 
had
 
done
 
so
 
since
 
the
 
days
 
of
 
Champlain.
 
In
 
any
 
event,
 
Mackenzie
 
had
 
embarked
 
on
 
the
 
wrong
 
river
 
and
 
neither
 
his
 
guides
 
nor
 
the
 
local"
